aro_accession,aro_name,amr_gene_family,drug_class,mechanism,hierarchy_node
blaVIM-51,subclass B1 metallo-beta-lactamase VIM-51,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-51
blaVIM-52,subclass B1 metallo-beta-lactamase VIM-52,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-52
blaVIM-53,subclass B1 metallo-beta-lactamase VIM-53,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-53
blaVIM-54,subclass B1 metallo-beta-lactamase VIM-54,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-54
blaVIM-55,subclass B1 metallo-beta-lactamase VIM-55,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-55
blaVIM-56,subclass B1 metallo-beta-lactamase VIM-56,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-56
blaVIM-57,subclass B1 metallo-beta-lactamase VIM-57,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-57
blaVIM-58,subclass B1 metallo-beta-lactamase VIM-58,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-58
blaVIM-59,subclass B1 metallo-beta-lactamase VIM-59,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-59
blaVIM-6,subclass B1 metallo-beta-lactamase VIM-6,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-6
blaVIM-60,subclass B1 metallo-beta-lactamase VIM-60,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-60
blaVIM-61,subclass B1 metallo-beta-lactamase VIM-61,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-61
blaVIM-62,subclass B1 metallo-beta-lactamase VIM-62,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-62
blaVIM-63,subclass B1 metallo-beta-lactamase VIM-63,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-63
blaVIM-64,subclass B1 metallo-beta-lactamase VIM-64,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-64
blaVIM-65,subclass B1 metallo-beta-lactamase VIM-65,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-65
blaVIM-66,subclass B1 metallo-beta-lactamase VIM-66,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-66
blaVIM-67,subclass B1 metallo-beta-lactamase VIM-67,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-67
blaVIM-68,subclass B1 metallo-beta-lactamase VIM-68,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-68
blaVIM-69,subclass B1 metallo-beta-lactamase VIM-69,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-69
blaVIM-7,subclass B1 metallo-beta-lactamase VIM-7,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-7
blaVIM-70,subclass B1 metallo-beta-lactamase VIM-70,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-70
blaVIM-71,subclass B1 metallo-beta-lactamase VIM-71,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-71
blaVIM-72,subclass B1 metallo-beta-lactamase VIM-72,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-72
blaVIM-73,subclass B1 metallo-beta-lactamase VIM-73,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-73
blaVIM-74,subclass B1 metallo-beta-lactamase VIM-74,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-74
blaVIM-75,subclass B1 metallo-beta-lactamase VIM-75,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-75
blaVIM-76,subclass B1 metallo-beta-lactamase VIM-76,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-76
blaVIM-77,subclass B1 metallo-beta-lactamase VIM-77,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-77
blaVIM-78,subclass B1 metallo-beta-lactamase VIM-78,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-78
blaVIM-79,subclass B1 metallo-beta-lactamase VIM-79,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-79
blaVIM-8,subclass B1 metallo-beta-lactamase VIM-8,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-8
blaVIM-80,subclass B1 metallo-beta-lactamase VIM-80,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-80
blaVIM-81,subclass B1 metallo-beta-lactamase VIM-81,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-81
blaVIM-82,subclass B1 metallo-beta-lactamase VIM-82,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-82
blaVIM-83,taniborbactam-resistant subclass B1 metallo-beta-lactamase VIM-83,nan,BETA-LACTAM|CARBAPENEM/TANIBORBACTAM,metallo-beta-lactamase,blaVIM-83
blaVIM-84,subclass B1 metallo-beta-lactamase VIM-84,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-84
blaVIM-85,subclass B1 metallo-beta-lactamase VIM-85,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-85
blaVIM-86,subclass B1 metallo-beta-lactamase VIM-86,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-86
blaVIM-87,subclass B1 metallo-beta-lactamase VIM-87,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-87
blaVIM-88,subclass B1 metallo-beta-lactamase VIM-88,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-88
blaVIM-89,subclass B1 metallo-beta-lactamase VIM-89,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-89
blaVIM-9,subclass B1 metallo-beta-lactamase VIM-9,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-9
blaVIM-90,subclass B1 metallo-beta-lactamase VIM-90,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-90
blaVIM-91,subclass B1 metallo-beta-lactamase VIM-91,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-91
blaVIM-92,subclass B1 metallo-beta-lactamase VIM-92,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-92
blaVIM-93,subclass B1 metallo-beta-lactamase VIM-93,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-93
blaVIM-94,subclass B1 metallo-beta-lactamase VIM-94,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-94
blaVIM-95,subclass B1 metallo-beta-lactamase VIM-95,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVIM-95
blaVMB-1,subclass B1 metallo-beta-lactamase VMB-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaVMB-1
blaWUS-1,subclass B1 metallo-beta-lactamase WUS-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaWUS-1
blaYEM-1,subclass B2 metallo-beta-lactamase YEM-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaYEM-1
blaYOC-1,class C beta-lactamase YOC-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaYOC-1
blaYRC-1,class C beta-lactamase YRC-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaYRC-1
blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,beta-lactamase,blaZ
blaZ-mecC,mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ,mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,beta-lactamase,blaZ-mecC
blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,nan,BETA-LACTAM,beta-lactamase,blaPC1
blaZOG-1,subclass B1 metallo-beta-lactamase ZOG-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,blaZOG-1
ble-Sv,BLMA family bleomycin binding protein,BLMA family bleomycin binding protein,BLEOMYCIN,binding protein,ble-Sv
ble_Tn5,bleomycin binding protein BLMT,bleomycin binding protein BLMT,BLEOMYCIN,protein blmt,ble_Tn5
ble-MBL,bleomycin binding protein Ble-MBL,bleomycin binding protein Ble-MBL,BLEOMYCIN,protein ble-mbl,ble-MBL
ble-Sh,phleomycin/bleomycin binding protein Ble-Sh,phleomycin/bleomycin binding protein Ble-Sh,BLEOMYCIN,protein ble-sh,ble-Sh
bleO,bleomycin binding protein,bleomycin binding protein,BLEOMYCIN,binding protein,bleO
blmA,bleomycin binding protein BLMA,bleomycin binding protein BLMA,BLEOMYCIN,protein blma,blmA
blmB,bleomycin family antibiotic N-acetyltransferase BlmB,bleomycin family antibiotic N-acetyltransferase BlmB,BLEOMYCIN,n-acetyltransferase,blmB
bmaE,M agglutinin-type afimbrial adhesin BmaE/AfaE-8,M agglutinin-type afimbrial adhesin BmaE/AfaE-8,NA,adhesin bmae/afae-8,bmaE
bonA,bongkrekic acid type I polyketide synthase BonA,bongkrekic acid type I polyketide synthase BonA,NA,synthase bona,bonA
bont_A1,botulinum neurotoxin subtype A1,botulinum neurotoxin subtype A1,NA,subtype a1,bont_A1
bont_A2,botulinum neurotoxin subtype A2,botulinum neurotoxin subtype A2,NA,subtype a2,bont_A2
bont_A3,botulinum neurotoxin subtype A3,botulinum neurotoxin subtype A3,NA,subtype a3,bont_A3
bont_A4,botulinum neurotoxin subtype A4,botulinum neurotoxin subtype A4,NA,subtype a4,bont_A4
bont_A5,botulinum neurotoxin subtype A5,botulinum neurotoxin subtype A5,NA,subtype a5,bont_A5
bont_A6,botulinum neurotoxin subtype A6,botulinum neurotoxin subtype A6,NA,subtype a6,bont_A6
bont_A7,botulinum neurotoxin subtype A7,botulinum neurotoxin subtype A7,NA,subtype a7,bont_A7
bont_A8,botulinum neurotoxin subtype A8,botulinum neurotoxin subtype A8,NA,subtype a8,bont_A8
bont_B1,botulinum neurotoxin subtype B1,botulinum neurotoxin subtype B1,NA,subtype b1,bont_B1
bont_B2,botulinum neurotoxin subtype B2,botulinum neurotoxin subtype B2,NA,subtype b2,bont_B2
bont_B3,botulinum neurotoxin subtype B3,botulinum neurotoxin subtype B3,NA,subtype b3,bont_B3
bont_B4,botulinum neurotoxin subtype B4,botulinum neurotoxin subtype B4,NA,subtype b4,bont_B4
bont_B5,botulinum neurotoxin subtype B5,botulinum neurotoxin subtype B5,NA,subtype b5,bont_B5
bont_B6,botulinum neurotoxin subtype B6,botulinum neurotoxin subtype B6,NA,subtype b6,bont_B6
bont_B7,botulinum neurotoxin subtype B7,botulinum neurotoxin subtype B7,NA,subtype b7,bont_B7
bont_B8,botulinum neurotoxin subtype B8,botulinum neurotoxin subtype B8,NA,subtype b8,bont_B8
bont_C1,botulinum neurotoxin subtype C1,botulinum neurotoxin subtype C1,NA,subtype c1,bont_C1
bont_CD,botulinum neurotoxin subtype CD,botulinum neurotoxin subtype CD,NA,subtype cd,bont_CD
bont_D,botulinum neurotoxin type D,botulinum neurotoxin type D,NA,type d,bont_D
bont_DC,botulinum neurotoxin mosaic type DC,botulinum neurotoxin mosaic type DC,NA,type dc,bont_DC
bont_E1,botulinum neurotoxin subtype E1,botulinum neurotoxin subtype E1,NA,subtype e1,bont_E1
bont_E10,botulinum neurotoxin subtype E10,botulinum neurotoxin subtype E10,NA,subtype e10,bont_E10
bont_E11,botulinum neurotoxin subtype E11,botulinum neurotoxin subtype E11,NA,subtype e11,bont_E11
bont_E12,botulinum neurotoxin subtype E12,botulinum neurotoxin subtype E12,NA,subtype e12,bont_E12
bont_E2,botulinum neurotoxin subtype E2,botulinum neurotoxin subtype E2,NA,subtype e2,bont_E2
bont_E3,botulinum neurotoxin subtype E3,botulinum neurotoxin subtype E3,NA,subtype e3,bont_E3
bont_E4,botulinum neurotoxin subtype E4,botulinum neurotoxin subtype E4,NA,subtype e4,bont_E4
bont_E5,botulinum neurotoxin subtype E5,botulinum neurotoxin subtype E5,NA,subtype e5,bont_E5
bont_E6,botulinum neurotoxin subtype E6,botulinum neurotoxin subtype E6,NA,subtype e6,bont_E6
bont_E7,botulinum neurotoxin subtype E7,botulinum neurotoxin subtype E7,NA,subtype e7,bont_E7
bont_E8,botulinum neurotoxin subtype E8,botulinum neurotoxin subtype E8,NA,subtype e8,bont_E8
bont_E9,botulinum neurotoxin subtype E9,botulinum neurotoxin subtype E9,NA,subtype e9,bont_E9
bont_F1,botulinum neurotoxin subtype F1,botulinum neurotoxin subtype F1,NA,subtype f1,bont_F1
bont_F2,botulinum neurotoxin subtype F2,botulinum neurotoxin subtype F2,NA,subtype f2,bont_F2
bont_F3,botulinum neurotoxin subtype F3,botulinum neurotoxin subtype F3,NA,subtype f3,bont_F3
bont_F4,botulinum neurotoxin subtype F4,botulinum neurotoxin subtype F4,NA,subtype f4,bont_F4
bont_F5,botulinum neurotoxin subtype F5,botulinum neurotoxin subtype F5,NA,subtype f5,bont_F5
bont_F6,botulinum neurotoxin subtype F6,botulinum neurotoxin subtype F6,NA,subtype f6,bont_F6
bont_F7,botulinum neurotoxin subtype F7,botulinum neurotoxin subtype F7,NA,subtype f7,bont_F7
bont_F8,botulinum neurotoxin subtype F8,botulinum neurotoxin subtype F8,NA,subtype f8,bont_F8
bont_G,botulinum neurotoxin type G,botulinum neurotoxin type G,NA,type g,bont_G
bont_H,botulinum neurotoxin type H,botulinum neurotoxin type H,NA,type h,bont_H
bont_X,botulinum neurotoxin type X,botulinum neurotoxin type X,NA,type x,bont_X
bpsA,chain length determinant family protein BpsA,chain length determinant family protein BpsA,NA,protein bpsa,bpsA
bpsB,tyrosine-protein kinase BpsB,tyrosine-protein kinase BpsB,NA,kinase bpsb,bpsB
bpsC,UTP--glucose-1-phosphate uridylyltransferase BpsC,UTP--glucose-1-phosphate uridylyltransferase BpsC,NA,uridylyltransferase bpsc,bpsC
bpsD,sugar transferase BpsD,sugar transferase BpsD,NA,transferase bpsd,bpsD
bpsE,N-acetylneuraminate synthase family protein BpsE,N-acetylneuraminate synthase family protein BpsE,NA,protein bpse,bpsE
bpsF,UDP-N-acetylglucosamine 2-epimerase BpsF,UDP-N-acetylglucosamine 2-epimerase BpsF,NA,2-epimerase bpsf,bpsF
bpsG,acylneuraminate cytidylyltransferase family protein BpsG,acylneuraminate cytidylyltransferase family protein BpsG,NA,protein bpsg,bpsG
bpsH,oligosaccharide flippase family protein BpsH,oligosaccharide flippase family protein BpsH,NA,protein bpsh,bpsH
bpsX,LytR family transcriptional regulator BpsX,LytR family transcriptional regulator BpsX,NA,regulator bpsx,bpsX
c3bot1,C3 toxin,C3 toxin,NA,c3 toxin,c3bot1
c3bot2,C3 toxin,C3 toxin,NA,c3 toxin,c3bot2
cadA_Lm,cadmium-translocating P-type ATPase CadA,cadmium-translocating P-type ATPase CadA,CADMIUM,atpase cada,cadA_Lm
cadC_Lm,Cd(II)-sensing metalloregulatory transcriptional repressor CadC,Cd(II)-sensing metalloregulatory transcriptional repressor CadC,CADMIUM,repressor cadc,cadC_Lm
cadC_Sa,Cd(II)/Pb(II)/Zn(II)-sensing metalloregulatory transcriptional repressor CadC,Cd(II)/Pb(II)/Zn(II)-sensing metalloregulatory transcriptional repressor CadC,CADMIUM/LEAD/ZINC,repressor cadc,cadC_Sa
cadD,cadmium resistance transporter CadD,cadmium resistance transporter CadD,CADMIUM,transporter cadd,cadD
cadR,cadmium resistance transcriptional regulator CadR,cadmium resistance transcriptional regulator CadR,CADMIUM,regulator cadr,cadR
capA,capsular polyglutamate synthetase CapA,capsular polyglutamate synthetase CapA,NA,synthetase capa,capA
capB,capsule biosynthesis protein CapB,capsule biosynthesis protein CapB,NA,protein capb,capB
capC,capsular polyglutamate amide ligase/translocase CapC,capsular polyglutamate amide ligase/translocase CapC,NA,ligase/translocase capc,capC
capD,capsule biosynthesis gamma-glutamyltransferase CapD,capsule biosynthesis gamma-glutamyltransferase CapD,NA,gamma-glutamyltransferase capd,capD
capE,capsule biosynthesis protein CapE,capsule biosynthesis protein CapE,NA,protein cape,capE
capU,putative hexosyltransferase CapU,putative hexosyltransferase CapU,NA,hexosyltransferase capu,capU
car(A),ABC-F type ribosomal protection protein Car(A),ABC-F type ribosomal protection protein Car(A),MACROLIDE,protein car(a),car(A)
cat-TC,type A-9 chloramphenicol O-acetyltransferase Cat-TC,type A-9 chloramphenicol O-acetyltransferase Cat-TC,CHLORAMPHENICOL|PHENICOL,acetyltransferase,cat-TC
cat86,type A-6 chloramphenicol O-acetyltransferase Cat86,type A-6 chloramphenicol O-acetyltransferase Cat86,CHLORAMPHENICOL|PHENICOL,acetyltransferase,cat86
catA9,type A-9 chloramphenicol O-acetyltransferase,type A-9 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA9
catA8,type A-8 chloramphenicol O-acetyltransferase,type A-8 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA8
catA10,type A-10 chloramphenicol O-acetyltransferase,type A-10 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA10
catA5,type A-5 chloramphenicol O-acetyltransferase,type A-5 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA5
catA4,type A-4 chloramphenicol O-acetyltransferase,type A-4 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA4
catA7,type A-7 chloramphenicol O-acetyltransferase,type A-7 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA7
catA14,type A-14 chloramphenicol O-acetyltransferase,type A-14 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA14
catA1,type A-1 chloramphenicol O-acetyltransferase,type A-1 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA1
catA13,type A-13 chloramphenicol O-acetyltransferase,type A-13 chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA13
catA15,type A-15 chloramphenicol acetyltransferase CatA15,type A-15 chloramphenicol acetyltransferase CatA15,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA15
catA16,type A-16 chloramphenicol O-acetyltransferase CatQ,type A-16 chloramphenicol O-acetyltransferase CatQ,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA16
catA2,type A-2 chloramphenicol O-acetyltransferase CatII,type A-2 chloramphenicol O-acetyltransferase CatII,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA2
catA3,type A-3 chloramphenicol O-acetyltransferase CatIII,type A-3 chloramphenicol O-acetyltransferase CatIII,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catA3
catB,type B chloramphenicol O-acetyltransferase,type B chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB
catB11,type B-2 chloramphenicol O-acetyltransferase CatB11,nan,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB11
catB6,type B-3 chloramphenicol O-acetyltransferase CatB6,nan,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB6
catB1,type B-1 chloramphenicol O-acetyltransferase CatB1,type B-1 chloramphenicol O-acetyltransferase CatB1,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB1
catB10,type B chloramphenicol O-acetyltransferase CatB10,type B chloramphenicol O-acetyltransferase CatB10,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB10
catB2,type B-2 chloramphenicol O-acetyltransferase CatB2,type B-2 chloramphenicol O-acetyltransferase CatB2,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB2
catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,type B-3 chloramphenicol O-acetyltransferase CatB3,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB3
catB7,type B-4 chloramphenicol O-acetyltransferase CatB7,type B-4 chloramphenicol O-acetyltransferase CatB7,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB7
catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,type B-3 chloramphenicol O-acetyltransferase CatB8,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB8
"catB8,aac(6')-Ib'",bifunctional type B-3 chloramphenicol O-acetyltransferase CatB8/aminoglycoside N-acetyltransferase AAC(6')-Ib,nan,AMINOGLYCOSIDE/CHLORAMPHENICOL/GENTAMICIN|AMINOGLYCOSIDE/PHENICOL,NA,"catB8,aac(6')-Ib'"
catB9,type B-5 chloramphenicol O-acetyltransferase CatB9,type B-5 chloramphenicol O-acetyltransferase CatB9,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catB9
catC,type C chloramphenicol O-acetyltransferase,type C chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catC
catD,type A-11 chloramphenicol O-acetyltransferase CatD,type A-11 chloramphenicol O-acetyltransferase CatD,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catD
catP,type A-11 chloramphenicol O-acetyltransferase CatP,type A-11 chloramphenicol O-acetyltransferase CatP,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catP
catU,type A chloramphenicol O-acetyltransferase,type A chloramphenicol O-acetyltransferase,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catU
catV,type A chloramphenicol O-acetyltransferase CatV,type A chloramphenicol O-acetyltransferase CatV,CHLORAMPHENICOL|PHENICOL,acetyltransferase,catV
cblA_Bc,cable pilus major pilin CblA,cable pilus major pilin CblA,NA,pilin cbla,cblA_Bc
cblA,CblA family class A beta-lactamase,CblA family class A beta-lactamase,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cblA
cbpA,type I collagen-binding adhesin CbpA,type I collagen-binding adhesin CbpA,NA,adhesin cbpa,cbpA
cdiA-1,class A beta-lactamase CdiA-1,nan,BETA-LACTAM,beta-lactamase,cdiA-1
cdiA-2,class A beta-lactamase CdiA-2,nan,BETA-LACTAM,beta-lactamase,cdiA-2
cdiA-3,class A beta-lactamase CdiA-3,nan,BETA-LACTAM,beta-lactamase,cdiA-3
bin_CdtA,ADP-ribosylating binary toxin enzymatic subunit CdtA,ADP-ribosylating binary toxin enzymatic subunit CdtA,NA,subunit cdta,bin_CdtA
cdtB_I,cytolethal distending toxin type I nuclease subunit CdtB,cytolethal distending toxin type I nuclease subunit CdtB,NA,subunit cdtb,cdtB_I
cdtB_II,cytolethal distending toxin type II nuclease subunit CdtB,cytolethal distending toxin type II nuclease subunit CdtB,NA,subunit cdtb,cdtB_II
cdtB,cytolethal distending toxin nuclease subunit CdtB,cytolethal distending toxin nuclease subunit CdtB,NA,subunit cdtb,cdtB
cdtB_III,cytolethal distending toxin type III/V nuclease subunit CdtB,cytolethal distending toxin type III/V nuclease subunit CdtB,NA,subunit cdtb,cdtB_III
cdtB_Salmo,cytolethal distending toxin S-CDT,cytolethal distending toxin S-CDT,NA,toxin s-cdt,cdtB_Salmo
cdtB_IV,cytolethal distending toxin type IV nuclease subunit CdtB,cytolethal distending toxin type IV nuclease subunit CdtB,NA,subunit cdtb,cdtB_IV
bin_CdtB,ADP-ribosylating binary toxin binding subunit CdtB,ADP-ribosylating binary toxin binding subunit CdtB,NA,subunit cdtb,bin_CdtB
cdtR,LytTR family response regulator CdtR,LytTR family response regulator CdtR,NA,regulator cdtr,cdtR
cepA,CepA family extended-spectrum class A beta-lactamase,CepA family extended-spectrum class A beta-lactamase,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cepA
cepA-29,extended-spectrum class A beta-lactamase CepA-29,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cepA-29
cepA-44,extended-spectrum class A beta-lactamase CepA-44,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cepA-44
cepA-49,extended-spectrum class A beta-lactamase CepA-49,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cepA-49
cepH,cephalosporin-hydrolyzing class C beta-lactamase CepH,cephalosporin-hydrolyzing class C beta-lactamase CepH,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cepH
cepS,cephalosporin-hydrolyzing class C beta-lactamase CepS,cephalosporin-hydrolyzing class C beta-lactamase CepS,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cepS
cerA,phospholipase CerA,phospholipase CerA,NA,phospholipase cera,cerA
cerB,sphingomyelinase CerB,sphingomyelinase CerB,NA,sphingomyelinase cerb,cerB
cesA,cereulide non-ribosomal peptide synthetase CesA,cereulide non-ribosomal peptide synthetase CesA,NA,synthetase cesa,cesA
cesB,cereulide non-ribosomal peptide synthetase CesB,cereulide non-ribosomal peptide synthetase CesB,NA,synthetase cesb,cesB
cesC,cereulide export ABC transporter permease ATP-binding protein CesC,cereulide export ABC transporter permease ATP-binding protein CesC,NA,protein cesc,cesC
cesD,cereulide export ABC transporter permease subunit CesD,cereulide export ABC transporter permease subunit CesD,NA,subunit cesd,cesD
cfaC,CFA/I pilus usher protein CfaC,CFA/I pilus usher protein CfaC,NA,protein cfac,cfaC
cfiA,subclass B1 metallo-beta-lactamase CfiA/CcrA,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA
cfiA10,subclass B1 metallo-beta-lactamase CfiA10,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA10
cfiA11,subclass B1 metallo-beta-lactamase CfiA11,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA11
cfiA14,subclass B1 metallo-beta-lactamase CfiA14,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA14
cfiA17,subclass B1 metallo-beta-lactamase CfiA17,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA17
cfiA18,subclass B1 metallo-beta-lactamase CfiA18,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA18
cfiA19,subclass B1 metallo-beta-lactamase CfiA19,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA19
cfiA2,subclass B1 metallo-beta-lactamase CfiA2,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA2
cfiA21,subclass B1 metallo-beta-lactamase CfiA21,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA21
cfiA22,subclass B1 metallo-beta-lactamase CfiA22,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA22
cfiA23,subclass B1 metallo-beta-lactamase CfiA23,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA23
cfiA24,subclass B1 metallo-beta-lactamase CfiA24,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA24
cfiA26,subclass B1 metallo-beta-lactamase CfiA26,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA26
cfiA27,subclass B1 metallo-beta-lactamase CfiA27,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA27
cfiA28,subclass B1 metallo-beta-lactamase CfiA28,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA28
